station_id,event_id,start_date,end_date,duration,severity,intensity,peak_SSI,severity_hm3
9005,63,2012-05-14,2012-06-26,44,4.4688,0.1016,-1.8941,2.4934
9005,64,2012-10-07,2012-10-18,12,1.9738,0.1645,-2.2964,0.826
9005,65,2013-01-10,2013-01-14,5,0.4249,0.085,-1.4693,0.2454
9005,66,2015-01-12,2015-01-16,5,0.2488,0.0498,-1.4169,0.1374
9005,67,2015-12-20,2016-01-03,15,4.0644,0.271,-2.0439,3.4318
9005,68,2016-01-31,2016-02-04,5,0.6085,0.1217,-1.4831,0.2293
9005,69,2016-05-04,2016-05-08,5,0.2013,0.0403,-1.4104,0.0685
9005,70,2016-07-25,2016-09-07,45,10.1434,0.2254,-1.7831,1.8547
9005,71,2016-10-29,2016-11-21,24,2.3916,0.0997,-1.6746,2.0351
9005,72,2016-12-04,2017-01-09,37,4.7606,0.1287,-1.8402,4.0582
9005,73,2017-04-20,2017-05-26,37,11.4899,0.3105,-1.9506,7.4013
9005,74,2017-06-07,2017-06-13,7,4.2684,0.6098,-2.3139,1.5947
9005,75,2017-08-22,2017-09-03,13,0.2989,0.023,-1.4346,0.019
9005,76,2017-09-21,2017-12-09,80,25.9568,0.3245,-2.0098,13.8465
9005,77,2018-12-08,2019-01-23,47,8.612,0.1832,-1.817,7.242
9005,78,2019-03-30,2019-04-07,9,0.5171,0.0575,-1.5671,0.095
9005,79,2019-04-20,2019-05-16,27,1.3561,0.0502,-1.4741,0.6185
9011,1,1961-08-24,1961-08-29,6,2.9872,0.4979,-2.3988,2.452
9011,2,1964-01-28,1964-02-16,20,2.1603,0.108,-1.6395,10.9836
9011,3,1964-05-12,1964-05-22,11,1.7157,0.156,-1.7532,4.1118
9011,4,1964-08-01,1964-08-10,10,4.7035,0.4704,-2.2297,3.6098
9011,5,1964-09-04,1964-09-27,24,3.575,0.149,-1.836,3.0802
9011,6,1965-07-15,1965-09-02,50,12.7382,0.2548,-2.3587,10.0932
9011,7,1965-09-18,1965-09-24,7,0.6947,0.0992,-1.6138,0.4657
9011,8,1967-07-03,1967-07-08,6,3.134,0.5223,-2.0376,3.3178
9011,9,1967-07-22,1967-08-06,16,10.0464,0.6279,-2.1866,7.8918
9011,10,1967-08-19,1967-08-26,8,5.2359,0.6545,-2.4162,3.9208
9011,11,1967-09-07,1967-09-22,16,13.9263,0.8704,-2.9813,10.5373
9011,12,1970-07-02,1970-09-27,88,69.3834,0.7884,-3.4821,51.7061
9011,13,1970-12-30,1971-01-11,13,1.7436,0.1341,-1.5944,3.3143
9011,14,1971-02-11,1971-02-17,7,1.2429,0.1776,-1.6141,7.3012
9011,15,1971-03-13,1971-03-19,7,0.5138,0.0734,-1.3902,5.4899
9011,16,1973-11-25,1973-12-01,7,1.4209,0.203,-1.5473,4.3978
9011,17,1974-01-25,1974-01-30,6,0.8542,0.1424,-1.5796,2.4209
9011,18,1981-11-18,1981-12-01,14,2.5004,0.1786,-1.58,8.9165
9011,19,1982-04-12,1982-05-28,47,20.9459,0.4457,-2.3196,81.353
9011,20,1982-09-08,1982-09-17,10,1.1856,0.1186,-1.6721,1.1379
9011,21,1982-09-29,1982-10-08,10,0.2837,0.0284,-1.4165,0.5789
9011,22,1983-10-27,1983-11-06,11,0.9951,0.0905,-1.5421,3.5502
9011,23,1983-11-25,1983-12-13,19,4.7755,0.2513,-2.0334,8.5208
9011,24,1985-10-12,1985-11-08,28,3.3564,0.1199,-1.8293,9.5947
9011,25,1985-11-23,1985-12-31,39,19.6841,0.5047,-2.5216,41.0884
9011,26,1986-07-20,1986-07-25,6,0.7223,0.1204,-1.4738,0.7171
9011,27,1986-10-28,1986-12-11,45,7.9722,0.1772,-2.0305,21.0306
9011,28,1987-05-11,1987-06-11,32,4.7328,0.1479,-1.8526,7.9023
9011,29,1987-07-01,1987-07-07,7,0.2645,0.0378,-1.3485,0.6981
9011,30,1987-09-16,1987-09-20,5,0.8163,0.1633,-1.5119,0.6903
9011,31,1988-11-19,1988-12-02,14,0.6929,0.0495,-1.4709,2.1946
9011,32,1988-12-16,1989-02-26,73,47.3671,0.6489,-3.7617,160.2935
9011,33,1989-03-11,1989-04-04,25,8.1721,0.3269,-1.9152,53.7175
9011,34,1989-05-17,1989-05-25,9,3.8864,0.4318,-1.9133,8.7007
9011,35,1989-06-15,1989-07-08,24,7.448,0.3103,-2.0295,10.1798
9011,36,1989-08-18,1989-09-07,21,5.9713,0.2843,-1.9959,5.0786
9011,37,1989-10-02,1989-11-07,37,20.8231,0.5628,-2.2335,33.9699
9011,38,1989-11-20,1990-04-08,140,66.7339,0.4767,-3.5741,240.7902
9011,39,1990-05-09,1990-05-19,11,3.6298,0.33,-1.9928,9.6612
9011,40,1990-06-27,1990-10-30,126,33.2809,0.2641,-2.2727,37.3326
9011,41,1990-11-20,1990-11-24,5,1.1131,0.2226,-1.7021,3.9485
9011,42,1992-01-04,1992-03-26,83,41.7348,0.5028,-2.571,198.5065
9011,43,1993-02-04,1993-03-01,26,5.7282,0.2203,-1.7905,34.0723
9011,44,1993-04-12,1993-04-16,5,0.4436,0.0887,-1.4415,2.624
9011,45,1993-09-15,1993-09-19,5,1.3191,0.2638,-1.8814,1.1655
9011,46,1994-08-25,1994-09-22,29,2.4881,0.0858,-1.6041,2.3293
9011,47,1994-12-07,1994-12-21,15,7.8936,0.5262,-2.1437,15.7671
9011,48,1995-04-06,1995-06-25,81,32.1379,0.3968,-2.2977,99.2347
9011,49,1995-07-21,1995-08-03,14,2.3712,0.1694,-1.7523,1.9647
9011,50,1995-08-18,1995-12-04,109,62.4697,0.5731,-2.8014,94.6607
9011,51,1996-05-29,1996-06-19,22,4.5535,0.207,-2.0649,7.0031
9011,52,1996-07-20,1996-07-26,7,0.4594,0.0656,-1.5519,0.3784
9011,53,1997-03-08,1997-05-24,78,26.4052,0.3385,-2.4454,149.0568
9011,54,2000-03-01,2000-03-28,28,6.8775,0.2456,-1.9111,43.4212
9011,55,2001-05-27,2001-06-10,15,3.7494,0.25,-1.7912,6.4024
9011,56,2001-10-31,2001-11-13,14,5.45,0.3893,-2.033,13.3531
9011,57,2001-12-06,2002-02-07,64,33.5828,0.5247,-2.709,92.67
9011,58,2002-03-24,2002-04-05,13,6.5638,0.5049,-1.9975,38.3659
9011,59,2002-04-19,2002-05-06,18,16.3689,0.9094,-3.1899,69.8461
9011,60,2002-05-22,2002-06-04,14,6.6375,0.4741,-2.4377,10.5864
9011,61,2002-06-17,2002-08-22,67,50.344,0.7514,-3.0269,43.7305
9011,62,2002-09-05,2002-10-09,35,9.4904,0.2712,-2.1463,10.2384
9011,63,2003-06-17,2003-07-15,29,3.0631,0.1056,-1.7251,5.1684
9011,64,2003-08-03,2003-08-12,10,0.9073,0.0907,-1.5508,0.5702
9011,65,2005-10-06,2005-10-11,6,1.2857,0.2143,-1.6198,2.3561
9011,66,2006-02-14,2006-02-21,8,0.9748,0.1218,-1.5395,6.1296
9011,67,2006-05-25,2006-06-10,17,7.2228,0.4249,-2.2523,11.4769
9011,68,2006-12-27,2007-01-29,34,15.1554,0.4457,-2.4245,41.3851
9011,69,2007-11-08,2007-11-14,7,0.6527,0.0932,-1.4647,3.0292
9011,70,2007-12-27,2008-01-05,10,1.904,0.1904,-1.5555,4.6578
9011,71,2008-01-26,2008-03-23,58,23.2117,0.4002,-2.2084,125.531
9011,72,2011-01-26,2011-02-21,27,2.3405,0.0867,-1.5909,13.0149
9011,73,2011-04-13,2011-04-22,10,1.7542,0.1754,-1.5969,12.4736
9011,74,2011-05-18,2011-05-31,14,5.5252,0.3947,-2.0239,10.8399
9011,75,2011-08-03,2011-08-27,25,7.8822,0.3153,-2.3571,6.105
9011,76,2011-10-05,2011-11-04,31,2.6614,0.0859,-1.6417,7.5298
9011,77,2011-11-22,2012-01-30,70,24.5213,0.3503,-2.4204,61.3996
9011,78,2012-02-26,2012-04-15,50,13.4762,0.2695,-2.298,81.8675
9011,79,2012-06-01,2012-06-09,9,1.6564,0.184,-1.747,2.7391
9011,80,2012-06-27,2012-07-01,5,0.7542,0.1508,-1.63,1.3012
9011,81,2012-07-13,2012-08-04,23,3.5867,0.1559,-1.8621,3.5208
9011,82,2012-08-23,2012-08-31,9,1.8652,0.2072,-1.6262,1.7349
9011,83,2013-01-02,2013-01-15,14,2.404,0.1717,-1.7719,5.4156
9011,84,2015-12-16,2016-01-04,20,9.2641,0.4632,-2.1269,25.4915
9011,85,2016-12-11,2017-01-11,32,16.5462,0.5171,-2.4062,44.1772
9011,86,2017-04-11,2017-06-01,52,40.8065,0.7847,-2.7645,144.4691
9011,87,2017-06-14,2017-06-25,12,8.9179,0.7432,-2.626,9.499
9011,88,2017-07-07,2017-08-27,52,7.9022,0.152,-1.9518,6.785
9011,89,2017-09-08,2017-11-06,60,29.4325,0.4905,-2.8455,38.0143
9011,90,2017-11-22,2017-12-02,11,6.3221,0.5747,-2.1798,16.0013
9011,91,2019-01-02,2019-01-22,21,12.7515,0.6072,-2.5172,34.169
9011,92,2019-03-06,2019-04-16,42,2.4362,0.058,-1.5637,20.1476
9011,93,2019-05-08,2019-05-16,9,1.5848,0.1761,-1.6611,4.7935
9011,94,2020-02-20,2020-02-29,10,2.2583,0.2258,-1.7902,12.8805
9013,1,1961-03-09,1961-04-06,29,4.8322,0.1666,-1.8929,1.1378
9013,2,1961-04-22,1961-05-26,35,15.0909,0.4312,-2.6081,12.0604
9013,3,1963-10-20,1963-10-30,11,7.0463,0.6406,-2.7495,1.4644
9013,4,1964-12-27,1965-01-11,16,0.1693,0.0106,-1.3356,0.0165
9013,5,1965-01-25,1965-01-29,5,0.5226,0.1045,-1.4134,0.1044
9013,6,1965-05-08,1965-05-17,10,2.1017,0.2102,-1.9865,1.4564
9013,7,1965-05-30,1965-06-24,26,0.3358,0.0129,-1.4245,0.4604
9013,8,1966-05-10,1966-05-16,7,0.7136,0.1019,-1.5006,0.3118
9013,9,1967-11-01,1967-11-14,14,2.1548,0.1539,-1.7975,0.581
9013,10,1968-10-12,1968-10-31,20,1.1812,0.0591,-1.8607,0.2769
9013,11,1970-03-28,1970-04-05,9,0.5487,0.061,-1.5236,0.0949
9013,12,1970-08-15,1970-08-23,9,1.948,0.2164,-1.7353,0.8138
9013,13,1970-09-06,1970-10-07,32,10.229,0.3197,-2.8835,1.8333
9013,14,1970-10-25,1970-11-18,25,4.0406,0.1616,-2.0871,1.0308
9013,15,1971-06-01,1971-06-20,20,5.2909,0.2645,-2.5307,4.597
9013,16,1971-09-05,1971-09-13,9,0.619,0.0688,-1.6146,0.1695
9013,17,1973-03-14,1973-04-27,45,9.4151,0.2092,-2.4377,2.6784
9013,18,1973-10-01,1973-10-12,12,0.3417,0.0285,-1.4737,0.0607
9013,19,1973-10-27,1973-12-19,54,16.5875,0.3072,-2.2859,3.0733
9013,20,1974-02-02,1974-03-16,43,23.9166,0.5562,-3.2383,3.5963
9013,21,1974-08-10,1974-08-18,9,2.3757,0.264,-2.2217,0.825
9013,22,1975-03-23,1975-04-14,23,2.7964,0.1216,-1.8156,0.8043
9013,23,1975-05-09,1975-05-18,10,0.4031,0.0403,-1.3889,0.0378
9013,24,1975-12-01,1975-12-09,9,0.2147,0.0239,-1.3705,0.0225
9013,25,1975-12-22,1975-12-28,7,0.341,0.0487,-1.3574,0.0574
9013,26,1976-04-20,1976-05-02,13,0.5561,0.0428,-1.5645,0.2755
9013,27,1977-03-26,1977-04-17,23,4.9958,0.2172,-2.4089,1.2197
9013,28,1977-09-10,1977-10-02,23,5.0603,0.22,-2.2088,0.9988
9013,29,1977-12-31,1978-01-29,30,5.6817,0.1894,-2.9069,0.6912
9013,30,1978-04-10,1978-04-22,13,2.3391,0.1799,-2.183,0.7803
9013,31,1978-09-24,1978-12-23,91,28.7187,0.3156,-2.8535,5.6712
9013,32,1979-11-18,1980-03-26,130,47.8106,0.3678,-3.0449,7.466
9013,33,1980-04-08,1980-06-03,57,20.1849,0.3541,-2.7318,13.3529
9013,34,1980-09-10,1980-09-29,20,6.5372,0.3269,-2.8256,1.2281
9013,35,1980-12-14,1981-03-07,84,13.0697,0.1556,-2.1875,2.0556
9013,36,1981-03-19,1981-03-25,7,2.2201,0.3172,-1.991,0.5034
9013,37,1981-05-04,1981-05-18,15,3.1521,0.2101,-1.9889,2.1136
9013,38,1981-08-16,1981-09-07,23,3.1453,0.1368,-2.0106,0.9399
9013,39,1981-10-22,1981-12-10,50,12.0509,0.241,-2.3379,2.5732
9013,40,1982-05-09,1982-05-13,5,1.3666,0.2733,-1.7564,0.8637
9013,41,1982-09-16,1982-09-20,5,2.0091,0.4018,-1.881,0.4648
9013,42,1984-07-30,1984-08-16,18,3.1903,0.1772,-2.6076,0.8946
9013,43,1984-08-28,1984-09-03,7,9.8576,1.4082,-2.8993,2.0944
9013,44,1985-03-17,1985-04-01,16,3.0061,0.1879,-2.5682,0.6306
9013,45,1985-05-09,1985-05-15,7,7.57,1.0814,-2.8891,5.5766
9013,46,1985-09-11,1985-10-20,40,4.756,0.1189,-2.1724,0.9919
9013,47,1985-11-02,1985-12-23,52,15.9462,0.3067,-3.0636,2.5155
9013,48,1986-01-20,1986-02-16,28,6.4993,0.2321,-2.1057,1.0005
9013,49,1986-07-20,1986-09-10,53,27.8003,0.5245,-3.2889,7.3516
9013,50,1987-06-12,1987-06-21,10,0.6557,0.0656,-1.5849,0.7708
9013,51,1988-12-24,1989-02-28,67,8.8194,0.1316,-1.9471,1.4314
9013,52,1989-03-19,1989-03-27,9,2.9866,0.3318,-1.806,0.6794
9013,53,1989-04-23,1989-05-05,13,1.3383,0.1029,-1.764,0.7721
9013,54,1989-06-04,1989-08-02,60,17.7266,0.2954,-2.8184,11.1279
9013,55,1989-08-20,1989-09-17,29,1.3122,0.0452,-1.676,0.4573
9013,56,1989-10-09,1989-11-12,35,5.3816,0.1538,-2.5635,1.0179
9013,57,1990-01-07,1990-01-22,16,1.3113,0.082,-1.9569,0.2008
9013,58,1990-03-04,1990-03-18,15,1.2468,0.0831,-1.7483,0.2704
9013,59,1990-04-01,1990-05-15,45,12.2926,0.2732,-2.3684,5.5185
9013,60,1990-07-09,1990-07-23,15,1.5239,0.1016,-1.8677,0.762
9013,61,1990-08-05,1990-08-27,23,4.7583,0.2069,-2.1336,1.6545
9013,62,1991-01-28,1991-02-15,19,0.5544,0.0292,-1.5463,0.0886
9013,63,1991-04-16,1991-06-04,50,19.7918,0.3958,-2.5712,14.4014
9013,64,1991-06-21,1991-09-24,96,29.7159,0.3095,-3.0409,10.209
9013,65,1991-11-02,1991-11-11,10,1.6091,0.1609,-2.3363,0.3523
9013,66,1991-11-24,1992-04-19,148,51.6588,0.349,-3.373,8.8927
9013,67,1992-05-05,1992-05-10,6,0.5144,0.0857,-1.6157,0.2644
9013,68,1993-01-24,1993-05-24,121,20.6516,0.1707,-2.2886,5.8305
9013,69,1993-07-18,1993-08-23,37,3.0769,0.0832,-1.9392,1.2178
9013,70,1994-04-11,1994-04-25,15,3.2014,0.2134,-2.0886,1.1016
9013,71,1994-07-24,1994-09-22,61,29.0209,0.4758,-2.9619,6.7858
9013,72,1994-11-27,1995-01-16,51,12.1481,0.2382,-2.7385,1.7243
9013,73,1995-03-30,1995-06-20,83,29.2262,0.3521,-3.2235,19.8043
9013,74,1995-07-02,1995-07-10,9,3.236,0.3596,-2.3889,1.6731
9013,75,1995-07-23,1995-08-03,12,4.74,0.395,-2.0721,1.7319
9013,76,1995-08-31,1995-09-10,11,0.575,0.0523,-1.5048,0.1877
9013,77,1995-10-22,1995-11-09,19,3.0023,0.158,-1.8095,0.78
9013,78,1997-06-16,1997-07-07,22,2.7673,0.1258,-2.1347,2.1069
9013,79,1997-08-02,1997-08-10,9,1.021,0.1134,-1.8022,0.3541
9013,80,1997-08-31,1997-11-03,65,2.7687,0.0426,-1.7848,0.6605
9013,81,1998-11-29,1998-12-15,17,0.2954,0.0174,-1.3684,0.0086
9013,82,1999-02-21,1999-03-11,19,0.587,0.0309,-1.4366,0.1083
9013,83,1999-04-03,1999-04-19,17,1.7237,0.1014,-1.8395,0.5058
9013,84,1999-06-09,1999-06-20,12,0.6901,0.0575,-1.6401,0.683
9013,85,1999-07-04,1999-07-12,9,0.9039,0.1004,-1.6973,0.4697
9013,86,2000-02-20,2000-03-05,15,1.2601,0.084,-1.4737,0.2375
9013,87,2000-03-26,2000-04-09,15,1.9326,0.1288,-2.1734,0.4476
9013,88,2001-11-04,2001-11-22,19,3.6685,0.1931,-2.346,0.9167
9013,89,2001-12-07,2002-03-10,94,20.6029,0.2192,-2.3762,3.0805
9013,90,2002-05-26,2002-05-30,5,0.1357,0.0271,-1.3703,0.1769
9013,91,2002-06-30,2002-07-08,9,2.4869,0.2763,-2.0535,1.3474
9013,92,2002-08-04,2002-08-18,15,3.4627,0.2308,-2.3876,1.0824
9013,93,2004-08-07,2004-08-16,10,0.2867,0.0287,-1.4506,0.1861
9013,94,2004-09-29,2004-10-19,21,6.5654,0.3126,-2.3579,1.2425
9013,95,2004-11-14,2004-12-07,24,5.3502,0.2229,-2.5218,1.077
9013,96,2004-12-19,2005-03-20,92,18.932,0.2058,-2.4871,3.0435
9013,97,2005-04-09,2005-04-24,16,1.3738,0.0859,-1.7021,0.4089
9013,98,2005-06-03,2005-07-31,59,9.1546,0.1552,-2.1489,6.0082
9013,99,2005-08-13,2005-10-12,61,23.2414,0.381,-2.8207,4.483
9013,100,2005-12-16,2006-01-29,45,9.33,0.2073,-2.3128,1.3461
9013,101,2006-04-28,2006-07-16,80,36.1531,0.4519,-2.9003,27.4135
9013,102,2007-01-10,2007-02-06,28,3.6559,0.1306,-3.2796,0.4489
9013,103,2007-03-15,2007-03-29,15,0.9011,0.0601,-1.6868,0.2037
9013,104,2007-06-01,2007-06-09,9,1.7301,0.1922,-2.0582,1.7252
9013,105,2007-06-25,2007-09-19,87,13.2481,0.1523,-2.6717,4.6187
9013,106,2007-10-21,2007-11-19,30,10.411,0.347,-2.4572,2.3796
9013,107,2007-12-02,2007-12-09,8,2.0831,0.2604,-2.2757,0.3288
9013,108,2007-12-22,2008-01-08,18,5.3106,0.295,-2.2231,0.7703
9013,109,2008-01-26,2008-04-06,72,8.799,0.1222,-2.0522,1.6025
9013,110,2008-09-09,2008-09-17,9,1.0642,0.1182,-1.6838,0.2716
9013,111,2008-10-03,2008-10-19,17,2.4615,0.1448,-1.8507,0.4839
9013,112,2009-06-24,2009-07-02,9,0.5713,0.0635,-1.5527,0.4084
9013,113,2009-10-06,2009-10-12,7,0.8957,0.128,-1.5861,0.1632
9013,114,2011-06-06,2011-07-09,34,0.8557,0.0252,-1.485,0.7719
9013,115,2011-08-24,2011-08-30,7,1.1938,0.1705,-2.1969,0.3499
9013,116,2011-09-14,2011-10-26,43,9.584,0.2229,-2.6319,1.8835
9013,117,2011-12-03,2011-12-19,17,1.544,0.0908,-1.5381,0.2462
9013,118,2012-01-29,2012-03-25,57,5.9767,0.1049,-2.1774,1.0606
9013,119,2012-04-17,2012-04-22,6,2.9209,0.4868,-2.1645,1.0848
9013,120,2012-07-13,2012-08-03,22,1.1705,0.0532,-1.7438,0.6203
9013,121,2012-08-19,2012-10-09,52,4.459,0.0858,-1.735,1.1118
9013,122,2013-09-23,2013-12-14,83,21.5117,0.2592,-2.4209,4.1954
9013,123,2014-10-05,2014-10-24,20,0.9977,0.0499,-1.6869,0.2348
9013,124,2014-12-20,2015-03-01,72,38.326,0.5323,-2.3901,5.1844
9013,125,2015-05-21,2015-06-04,15,7.3242,0.4883,-2.3333,6.8841
9013,126,2015-07-10,2015-07-30,21,2.1081,0.1004,-1.8175,1.0742
9013,127,2015-11-22,2016-01-07,47,5.6351,0.1199,-2.041,1.0081
9013,128,2016-01-24,2016-02-08,16,2.4527,0.1533,-2.1392,0.382
9013,129,2016-03-13,2016-03-18,6,0.5115,0.0853,-1.7689,0.1032
9013,130,2016-06-18,2016-06-22,5,2.1868,0.4374,-1.9922,1.944
9013,131,2016-08-06,2016-10-23,79,16.2487,0.2057,-1.9823,3.9206
9013,132,2016-12-25,2017-01-14,21,4.8973,0.2332,-2.0243,0.7132
9013,133,2017-07-01,2017-07-06,6,1.5665,0.2611,-1.7045,0.8503
9013,134,2017-07-19,2017-08-04,17,1.6527,0.0972,-1.8737,0.6747
9013,135,2017-08-20,2018-01-02,136,43.9419,0.3231,-2.6603,8.6809
9013,136,2018-01-17,2018-02-25,40,7.1351,0.1784,-2.235,1.047
9013,137,2019-04-12,2019-04-17,6,0.3591,0.0599,-1.4704,0.0896
9013,138,2019-10-03,2019-10-16,14,4.6585,0.3328,-1.8693,0.9225
9013,139,2020-01-05,2020-01-12,8,1.1589,0.1449,-1.9966,0.1678
9018,1,1961-09-02,1961-09-27,26,8.6547,0.3329,-1.9466,0.3096
9018,2,1962-08-14,1962-10-23,71,40.0964,0.5647,-2.5172,1.2185
9018,3,1964-09-07,1964-09-26,20,19.2702,0.9635,-2.4183,0.6003
9018,4,1965-08-10,1965-09-14,36,7.7839,0.2162,-1.8735,0.2087
9018,5,1965-11-01,1965-11-05,5,6.4579,1.2916,-3.6243,0.1651
9018,6,1966-08-17,1966-09-28,43,20.9384,0.4869,-2.101,0.7055
9018,7,1967-10-15,1967-10-20,6,2.0705,0.3451,-1.6694,0.0912
9018,8,1968-02-04,1968-02-08,5,3.7274,0.7455,-2.6129,0.2228
9018,9,1968-06-24,1968-08-21,59,35.8345,0.6074,-2.8378,1.0108
9018,10,1968-09-10,1968-09-14,5,2.0047,0.4009,-1.7231,0.0644
9018,11,1968-10-01,1968-10-25,25,15.1267,0.6051,-2.252,0.5476
9018,12,1970-10-17,1970-11-16,31,9.9189,0.32,-1.9138,0.5248
9018,13,1972-05-15,1972-05-21,7,3.9119,0.5588,-2.2128,0.7745
9018,14,1972-07-30,1972-08-08,10,4.0703,0.407,-1.8454,0.144
9018,15,1972-08-28,1972-09-16,20,1.4037,0.0702,-1.9267,0.0417
9018,16,1973-03-13,1973-04-27,46,14.6726,0.319,-2.0521,1.2186
9018,17,1973-05-09,1973-05-14,6,0.4606,0.0768,-1.5199,0.0969
9018,18,1973-09-13,1973-12-19,98,40.0664,0.4088,-2.4457,2.1603
9018,19,1974-01-22,1974-02-05,15,3.4122,0.2275,-1.7583,0.3207
9018,20,1974-02-28,1974-03-12,13,3.5277,0.2714,-1.7318,0.1792
9018,21,1974-04-28,1974-05-10,13,6.4189,0.4938,-2.0516,1.0102
9018,22,1974-06-11,1974-06-24,14,2.868,0.2049,-1.8513,0.2564
9018,23,1974-07-18,1974-07-27,10,1.7067,0.1707,-1.6093,0.0577
9018,24,1977-12-01,1977-12-05,5,0.5687,0.1137,-1.4669,0.0602
9018,25,1978-04-15,1978-05-03,19,2.8181,0.1483,-1.8255,0.2854
9018,26,1978-09-18,1978-09-29,12,1.8202,0.1517,-1.8751,0.0789
9018,27,1978-10-13,1978-10-17,5,0.5297,0.1059,-1.5028,0.0304
9018,28,1978-11-05,1978-12-07,33,6.4864,0.1966,-1.6251,0.5364
9018,29,1979-10-13,1979-10-17,5,2.2114,0.4423,-2.0731,0.0778
9018,30,1980-04-22,1980-05-05,14,5.2975,0.3784,-2.0952,0.793
9018,31,1981-10-20,1981-10-25,6,0.7866,0.1311,-1.4354,0.0401
9018,32,1981-11-13,1981-12-10,28,15.676,0.5599,-2.1252,0.9545
9018,33,1984-03-03,1984-03-14,12,3.3874,0.2823,-1.8663,0.1326
9018,34,1985-05-09,1985-05-15,7,2.0521,0.2932,-1.7933,0.4124
9018,35,1985-10-21,1985-11-03,14,0.353,0.0252,-1.3628,0.0156
9018,36,1985-11-17,1985-12-28,42,24.6585,0.5871,-3.4613,1.4284
9018,37,1986-07-16,1986-09-09,56,15.2843,0.2729,-2.3599,0.4945
9018,38,1987-03-22,1987-03-31,10,0.42,0.042,-1.4308,0.0015
9018,39,1987-05-05,1987-06-11,38,6.06,0.1595,-1.9555,1.146
9018,40,1987-09-26,1987-10-01,6,2.6844,0.4474,-2.0918,0.1087
9018,41,1988-09-21,1989-02-24,157,155.0794,0.9878,-3.1502,7.3837
9018,42,1991-08-05,1991-09-02,29,13.8321,0.477,-2.1463,0.3729
9018,43,1991-09-16,1991-09-25,10,1.7763,0.1776,-1.9309,0.071
9018,44,1993-03-03,1993-03-17,15,4.8982,0.3265,-2.0094,0.223
9018,45,1993-07-18,1993-08-22,36,11.2982,0.3138,-2.3566,0.3145
9018,46,1993-09-04,1993-09-12,9,1.8646,0.2072,-1.6625,0.0601
9018,47,1994-08-14,1994-09-04,22,1.1245,0.0511,-1.4919,0.032
9018,48,1995-07-12,1995-09-06,57,23.8146,0.4178,-2.3602,0.7347
9018,49,1995-10-13,1995-11-09,28,7.0345,0.2512,-2.1592,0.3317
9018,50,1996-11-01,1996-11-10,10,0.5402,0.054,-1.5234,0.0325
9018,51,1998-03-24,1998-03-28,5,6.4687,1.2937,-3.2346,0.2568
9018,52,1998-04-09,1998-04-20,12,5.5007,0.4584,-2.5162,0.4181
9018,53,1998-06-16,1998-06-24,9,0.7726,0.0858,-1.8066,0.1174
9018,54,1998-07-11,1998-08-08,29,3.3507,0.1155,-1.6865,0.1429
9018,55,1998-10-31,1999-02-16,109,42.094,0.3862,-2.504,2.8922
9018,56,1999-02-28,1999-04-20,52,10.7909,0.2075,-2.4355,0.7911
9018,57,1999-06-06,1999-07-17,42,6.5824,0.1567,-1.8502,0.6265
9018,58,2000-02-08,2000-04-12,65,8.3158,0.1279,-2.1265,0.4656
9018,59,2000-08-10,2000-08-17,8,0.2335,0.0292,-1.4043,0.0105
9018,60,2000-10-29,2000-11-12,15,0.4469,0.0298,-1.4695,0.0302
9018,61,2001-06-17,2001-07-26,40,7.4457,0.1861,-1.8947,0.36
9018,62,2001-10-11,2001-11-01,22,1.4729,0.067,-1.6193,0.0789
9018,63,2001-12-21,2001-12-26,6,0.4622,0.077,-1.3718,0.0708
9018,64,2002-02-09,2002-03-16,36,3.0099,0.0836,-1.9846,0.2026
9018,65,2002-03-29,2002-05-13,46,17.8519,0.3881,-2.5214,2.0384
9018,66,2002-05-28,2002-06-03,7,2.7377,0.3911,-1.9101,0.3484
9018,67,2002-06-19,2002-07-05,17,4.6751,0.275,-2.0232,0.2206
9018,68,2002-11-02,2002-12-16,45,2.0554,0.0457,-1.6048,0.1695
9018,69,2003-01-11,2003-02-24,45,6.9507,0.1545,-1.9224,0.603
9018,70,2003-04-05,2003-04-13,9,2.7477,0.3053,-2.049,0.1735
9018,71,2003-06-18,2003-07-11,24,6.7963,0.2832,-2.1161,0.3561
9018,72,2003-12-27,2004-01-06,11,0.8184,0.0744,-1.5981,0.1339
9018,73,2004-01-19,2004-03-11,53,4.9126,0.0927,-1.8087,0.4443
9018,74,2004-03-25,2004-03-29,5,2.0575,0.4115,-1.8697,0.1039
9018,75,2004-04-11,2004-04-21,11,9.7372,0.8852,-2.4136,0.8575
9018,76,2004-05-06,2004-05-11,6,5.3649,0.8941,-2.7217,0.8416
9018,77,2004-06-20,2004-07-20,31,2.6,0.0839,-1.7633,0.1176
9018,78,2005-03-29,2005-04-21,24,6.8478,0.2853,-1.9256,0.4511
9018,79,2005-05-24,2005-06-25,33,8.0048,0.2426,-1.9101,0.9234
9018,80,2006-01-22,2006-01-29,8,0.0507,0.0063,-1.2956,0.035
9018,81,2006-02-11,2006-03-07,25,3.4826,0.1393,-1.9667,0.276
9018,82,2006-04-30,2006-07-02,64,18.8921,0.2952,-2.6614,2.7586
9018,83,2007-02-22,2007-02-26,5,0.6303,0.1261,-1.6363,0.0544
9018,84,2007-03-11,2007-03-27,17,3.5415,0.2083,-2.1089,0.1562
9018,85,2007-06-02,2007-06-09,8,4.4451,0.5556,-2.44,0.3789
