station_id,event_id,duration,severity,intensity,propagated
9013,17,45,9.4151,0.2092,True
9005,13,13,1.3208,0.1016,True
9050,21,22,3.0653,0.1393,True
9038,46,13,0.1391,0.0107,True
9013,138,14,4.6585,0.3328,True
9126,15,87,82.9567,0.9535,True
9018,73,53,4.9126,0.0927,True
9021,78,50,10.8048,0.2161,True
9126,51,8,2.7962,0.3495,True
9018,109,6,0.5139,0.0857,False
9064,76,29,5.5062,0.1899,True
9065,41,81,12.3906,0.153,False
9003,66,8,0.4154,0.0519,False
9038,23,32,23.5406,0.7356,True
9079,61,24,5.4799,0.2283,True
9004,67,17,0.9345,0.055,True
9020,11,27,20.1741,0.7472,False
9096,6,7,0.1507,0.0215,False
9126,28,5,3.5144,0.7029,False
9118,24,63,24.2645,0.3852,False
9018,86,5,2.9991,0.5998,False
9065,18,63,17.135,0.272,True
9002,78,34,18.375,0.5404,True
9021,91,24,10.4063,0.4336,True
9013,7,26,0.3358,0.0129,False
9005,3,24,5.2495,0.2187,True
9065,54,63,13.1994,0.2095,True
9011,83,14,2.404,0.1717,True
9004,44,53,32.388,0.6111,True
9038,36,34,1.8971,0.0558,True
9079,74,12,2.7289,0.2274,True
9096,19,33,2.8538,0.0865,True
9074,80,67,18.0464,0.2693,True
9065,31,76,44.986,0.5919,True
9003,56,29,2.8566,0.0985,True
9063,70,26,10.5315,0.4051,True
9038,13,15,1.2324,0.0822,False
9079,51,73,41.2538,0.5651,True
9025,80,15,2.04,0.136,True
9004,57,18,5.4933,0.3052,True
9050,24,19,16.4661,0.8666,False
9036,89,7,0.5997,0.0857,True
9020,1,24,19.8696,0.8279,False
9040,95,12,4.3024,0.3585,True
9018,76,6,5.3649,0.8941,False
9064,43,15,1.0526,0.0702,True
9065,8,14,1.3732,0.0981,False
9002,68,9,1.9633,0.2181,False
9003,33,13,1.6407,0.1262,True
9078,63,34,5.5726,0.1639,False
9079,28,67,38.2474,0.5709,True
9004,34,44,14.6028,0.3319,True
9050,1,24,5.7303,0.2388,True
9063,83,14,5.2517,0.3751,True
9036,66,5,0.4382,0.0876,False
9013,82,19,0.587,0.0309,False
9038,26,12,0.6526,0.0544,True
9079,64,27,2.9984,0.1111,False
9005,78,9,0.5171,0.0575,True
9018,53,9,0.7726,0.0858,False
9064,20,28,14.7545,0.5269,True
9002,45,16,1.1091,0.0693,False
9021,58,66,26.64,0.4036,True
9065,21,40,18.0747,0.4519,True
9078,40,14,2.4037,0.1717,False
9011,50,109,62.4697,0.5731,True
9002,81,24,13.5732,0.5655,True
9063,60,6,0.5388,0.0898,True
9150,65,21,13.084,0.623,True
9079,41,35,7.4882,0.2139,True
9038,3,8,0.6813,0.0852,False
9025,70,16,3.1773,0.1986,False
9036,79,19,2.6645,0.1402,False
9048,53,20,4.5413,0.2271,True
9013,95,24,5.3502,0.2229,False
9124,48,249,223.5416,0.8978,True
9018,66,7,2.7377,0.3911,False
9064,33,16,0.6961,0.0435,False
9011,27,45,7.9722,0.1772,False
9003,23,10,0.7365,0.0736,False
9063,37,12,3.8284,0.319,False
9078,53,41,8.7434,0.2133,True
9079,18,37,14.4433,0.3904,True
9004,24,9,1.1233,0.1248,True
9063,73,7,1.0736,0.1534,False
9036,56,104,63.4111,0.6097,True
9142,74,20,2.0683,0.1034,False
9048,30,21,0.8209,0.0391,False
9004,109,12,5.6944,0.4745,True
9093,37,6,0.2622,0.0437,False
9018,43,10,1.7763,0.1776,False
9064,10,16,2.4999,0.1562,True
9124,61,126,107.5133,0.8533,True
9002,35,39,8.6999,0.2231,False
9021,48,41,19.0762,0.4653,True
9074,60,32,25.0424,0.7826,True
9020,89,45,24.7652,0.5503,True
9078,30,83,30.9219,0.3726,True
9003,36,15,4.1746,0.2783,True
9044,37,98,50.4649,0.5149,True
9036,33,204,89.6659,0.4395,True
9150,55,26,33.2974,1.2807,False
9142,51,10,6.7253,0.6725,True
9079,31,16,4.897,0.3061,True
9120,32,31,15.7898,0.5093,True
9048,43,141,44.2926,0.3141,True
9040,39,8,1.7753,0.2219,False
9120,68,184,117.3393,0.6377,True
9002,12,18,5.9954,0.3331,False
9021,25,27,6.6665,0.2469,True
9074,37,23,4.864,0.2115,True
9020,66,7,0.506,0.0723,False
9002,48,63,31.9765,0.5076,True
9003,13,88,38.0499,0.4324,True
9063,27,62,42.5121,0.6857,True
9150,32,80,32.5985,0.4075,True
9078,43,59,23.3529,0.3958,True
9025,37,49,5.4726,0.1117,True
9044,50,44,7.1827,0.1632,True
9036,46,9,3.7061,0.4118,False
9005,58,57,39.8931,0.6999,True
9120,45,5,0.1713,0.0343,False
9004,99,42,25.8277,0.6149,True
9018,33,12,3.3874,0.2823,False
9021,38,8,1.6242,0.203,False
9074,50,35,9.5536,0.273,True
9020,79,60,28.1188,0.4686,True
9126,60,17,2.0553,0.1209,True
9078,20,52,24.8144,0.4772,True
9097,33,19,2.2505,0.1184,True
9025,14,69,14.0056,0.203,False
9044,27,8,0.2707,0.0338,False
9063,40,5,0.7867,0.1573,False
9150,45,77,27.5519,0.3578,True
9142,41,5,0.4638,0.0928,False
9013,39,50,12.0509,0.241,True
9005,35,30,19.1189,0.6373,False
9120,22,12,7.8113,0.6509,True
9065,86,16,3.8352,0.2397,True
9124,28,210,86.0446,0.4097,True
9002,2,11,9.5252,0.8659,False
9021,15,111,40.5657,0.3655,True
9074,27,126,107.8374,0.8559,True
9044,4,68,17.7412,0.2609,True
9063,17,91,47.2278,0.519,True
9150,22,64,29.3988,0.4594,True
9142,18,15,8.5291,0.5686,False
9126,73,172,97.8181,0.5687,True
9078,33,5,0.272,0.0544,False
9025,27,15,2.7229,0.1815,False
9044,40,66,29.4231,0.4458,True
9011,92,42,2.4362,0.058,True
9036,36,6,3.6229,0.6038,False
9142,54,146,107.6117,0.7371,True
9048,10,41,26.8508,0.6549,True
9005,48,6,0.4483,0.0747,False
9120,35,60,17.7089,0.2951,False
9004,89,30,4.2979,0.1433,True
9050,56,26,33.2569,1.2791,True
9124,5,5,0.071,0.0142,False
9101,21,17,26.866,1.5804,True
9020,33,23,9.227,0.4012,True
9093,17,5,0.3919,0.0784,False
9002,15,8,4.621,0.5776,False
9126,50,9,2.7708,0.3079,False
9078,10,34,17.4412,0.513,True
9018,108,7,0.7636,0.1091,False
9064,75,45,3.1564,0.0701,True
9097,23,184,108.1341,0.5877,True
9044,17,19,4.7395,0.2494,True
9150,35,49,12.8493,0.2622,True
9036,13,8,0.3983,0.0498,False
9005,25,208,117.774,0.5662,True
9120,12,30,15.6901,0.523,True
9065,76,37,6.6128,0.1787,True
9004,66,59,28.5611,0.4841,True
9050,33,8,0.3924,0.049,False
9040,19,53,13.5017,0.2547,True
9004,102,23,4.7648,0.2072,True
9093,30,17,1.3743,0.0808,True
9063,7,29,6.7002,0.231,True
9150,12,11,0.9107,0.0828,False
9126,63,38,9.8169,0.2583,True
9013,6,10,2.1017,0.2102,False
9005,2,6,0.9552,0.1592,False
9064,88,28,3.4457,0.1231,True
9065,53,22,5.6905,0.2587,False
9025,17,29,4.4905,0.1548,False
9005,38,59,15.9841,0.2709,False
9038,35,23,2.8361,0.1233,False
9079,73,23,14.1435,0.6149,True
9004,79,15,15.0171,1.0011,True
9050,46,81,67.9331,0.8387,True
9101,11,54,7.5853,0.1405,True
9013,127,47,5.6351,0.1199,True
9093,7,210,122.3705,0.5827,True
9096,18,14,0.6732,0.0481,False
9126,40,32,3.3029,0.1032,True
9118,36,40,7.0188,0.1755,True
9018,98,6,0.0891,0.0148,False
9044,7,5,0.3193,0.0639,False
9011,59,18,16.3689,0.9094,True
9036,3,5,1.8227,0.3645,False
9096,54,309,308.6753,0.9989,True
9142,21,36,8.1884,0.2275,True
9013,19,54,16.5875,0.3072,False
9065,66,56,28.809,0.5144,True
9004,56,7,2.6866,0.3838,False
9050,23,15,13.2932,0.8862,True
9038,48,19,10.5354,0.5545,True
9040,94,10,1.2675,0.1268,False
9074,7,31,8.8545,0.2856,True
9020,36,23,10.5832,0.4601,True
9126,17,136,75.5326,0.5554,True
9018,75,11,9.7372,0.8852,False
9064,42,94,35.4373,0.377,True
9150,2,30,36.8172,1.2272,True
9021,80,26,12.1454,0.4671,False
9096,31,13,1.9353,0.1489,True
9118,49,12,5.8483,0.4874,False
9064,78,21,12.0717,0.5748,True
9065,43,33,21.9821,0.6661,True
9011,72,27,2.3405,0.0867,True
9003,68,5,0.0781,0.0156,False
9004,33,22,8.0648,0.3666,True
9038,25,18,1.6312,0.0906,False
9004,69,5,0.8994,0.1799,False
9050,36,16,0.2783,0.0174,False
9040,71,78,35.2981,0.4525,True
9020,13,8,0.5978,0.0747,False
9064,55,6,1.9473,0.3245,False
9065,20,28,8.3045,0.2966,True
9011,49,14,2.3712,0.1694,False
9002,80,11,2.7338,0.2485,True
9021,93,18,2.8381,0.1577,True
9005,5,51,12.8147,0.2513,True
9038,2,6,0.494,0.0823,True
9004,46,140,84.6924,0.6049,True
9038,38,6,0.3243,0.054,False
9079,76,9,0.3094,0.0344,True
9126,7,5,5.5378,1.1076,False
9018,65,46,17.8519,0.3881,True
9064,32,68,33.3578,0.4906,True
9021,70,74,19.3603,0.2616,True
9096,21,20,2.1501,0.1075,True
9074,82,18,1.0289,0.0572,True
9065,33,42,8.416,0.2004,True
9011,62,35,9.4904,0.2712,False
9004,23,81,99.6313,1.23,True
9038,15,37,10.372,0.2803,True
9040,61,127,72.9005,0.574,True
9018,42,29,13.8321,0.477,True
9064,9,25,4.2959,0.1718,False
9021,47,10,0.0166,0.0017,False
9018,78,24,6.8478,0.2853,False
9065,10,15,0.4816,0.0321,True
9011,39,11,3.6298,0.33,False
9002,70,18,5.519,0.3066,False
9003,35,119,27.7054,0.2328,True
9021,83,60,23.4847,0.3914,False
9078,65,24,8.4153,0.3506,True
9079,30,23,3.3694,0.1465,True
9025,59,183,74.3039,0.406,True
9004,36,56,12.7268,0.2273,True
9036,68,38,7.7282,0.2034,False
9079,66,32,15.2102,0.4753,False
9120,67,45,20.8125,0.4625,True
9124,37,32,66.3828,2.0745,False
9018,55,109,42.094,0.3862,False
9002,47,14,3.4117,0.2437,True
9003,12,12,2.6454,0.2205,False
9021,60,10,4.2639,0.4264,False
9074,72,46,6.9201,0.1504,True
9078,42,9,1.0623,0.118,False
9003,48,15,10.1917,0.6794,True
9044,49,24,5.7175,0.2382,True
9150,67,24,13.1195,0.5466,False
9142,63,91,22.2915,0.245,True
9079,43,81,39.3496,0.4858,True
9120,44,65,18.3237,0.2819,True
9038,5,67,32.0076,0.4777,True
9036,81,13,1.6292,0.1253,True
9048,55,44,7.6711,0.1743,False
9013,97,16,1.3738,0.0859,False
9018,32,28,15.676,0.5599,True
9074,49,5,0.6317,0.1263,False
9020,78,17,7.3014,0.4295,True
9097,32,30,15.7541,0.5251,False
9002,60,38,21.7472,0.5723,True
9063,39,10,2.8286,0.2829,False
9078,55,8,1.208,0.151,False
9079,20,77,24.2354,0.3147,True
9063,75,8,3.7909,0.4739,True
9036,58,6,1.0145,0.1691,False
9048,32,46,36.5526,0.7946,True
9040,28,6,0.7606,0.1268,False
9124,27,229,214.4447,0.9364,True
9021,14,23,11.5669,0.5029,False
9093,39,21,4.3656,0.2079,True
9018,45,36,11.2982,0.3138,False
9011,6,50,12.7382,0.2548,True
9003,2,8,1.1167,0.1396,False
9126,72,21,5.029,0.2395,False
9078,32,23,2.737,0.119,False
9044,39,12,4.4577,0.3715,False
9063,52,62,12.8136,0.2067,False
9036,35,10,1.5666,0.1567,False
9013,51,67,8.8194,0.1316,True
9079,33,58,22.7708,0.3926,True
9005,47,7,1.2049,0.1721,True
9025,62,14,0.4456,0.0318,True
9036,71,14,3.1446,0.2246,False
9048,45,26,5.8901,0.2265,True
9040,41,14,0.2606,0.0186,True
9101,20,613,508.8362,0.8301,True
9124,40,146,57.3827,0.393,True
9002,14,44,11.8382,0.269,True
9074,39,46,29.5279,0.6419,True
9020,68,69,20.786,0.3012,True
9011,19,47,20.9459,0.4457,True
9063,29,7,1.0451,0.1493,False
9150,34,83,52.0346,0.6269,True
9142,30,23,7.8715,0.3422,True
9078,45,11,1.2999,0.1182,False
9079,10,42,24.6289,0.5864,True
9065,75,32,0.2348,0.0073,False
9025,39,32,21.5533,0.6735,False
9036,48,99,79.3152,0.8012,True
9142,66,7,1.1507,0.1644,False
9048,22,18,10.9248,0.6069,True
9013,64,96,29.7159,0.3095,True
9005,60,5,0.4184,0.0837,False
9120,47,77,26.1367,0.3394,True
9004,101,37,8.467,0.2288,True
9101,33,7,0.0943,0.0135,False
9074,16,30,14.3022,0.4767,True
9093,29,143,28.4189,0.1987,True
9064,2,6,0.345,0.0575,False
9002,27,37,5.6798,0.1535,True
9063,6,12,5.3235,0.4436,True
9074,52,7,1.3238,0.1891,False
9126,62,5,2.3092,0.4618,False
9118,58,17,0.8431,0.0496,False
9064,87,26,14.6856,0.5648,True
9044,29,20,2.7501,0.1375,True
9063,42,128,47.2232,0.3689,True
9142,43,90,28.4387,0.316,True
9120,24,11,4.2372,0.3852,True
9004,78,13,7.3753,0.5673,True
9101,10,134,24.7827,0.1849,True
9018,12,31,9.9189,0.32,False
9124,30,38,1.8377,0.0484,False
9002,4,12,3.2518,0.271,True
9021,17,34,8.7929,0.2586,False
9074,29,8,2.6999,0.3375,False
9093,42,30,2.6871,0.0896,True
9020,58,32,4.6136,0.1442,True
9097,12,6,0.784,0.1307,False
9003,5,9,0.8493,0.0944,False
9063,19,21,0.2156,0.0103,True
9150,24,56,14.3802,0.2568,True
9036,2,17,3.0712,0.1807,True
9065,65,72,7.3955,0.1027,True
9036,38,7,6.0654,0.8665,False
9048,12,47,39.2173,0.8344,True
9005,50,39,15.2521,0.3911,True
9120,37,39,11.9018,0.3052,False
9124,7,58,106.547,1.837,False
9074,6,30,8.176,0.2725,True
9093,19,160,126.3967,0.79,True
9020,35,25,9.6422,0.3857,True
9002,17,14,3.1607,0.2258,True
9096,30,24,1.4873,0.062,False
9018,110,55,14.5502,0.2645,True
9064,77,6,1.5017,0.2503,False
9065,42,11,4.1789,0.3799,True
9025,6,15,2.8112,0.1874,True
9044,19,49,4.5386,0.0926,True
9150,37,122,27.6919,0.227,True
9142,33,183,96.3637,0.5266,True
9013,31,91,28.7187,0.3156,True
9005,27,27,11.3634,0.4209,True
9120,14,27,3.1371,0.1162,True
9065,78,7,0.1496,0.0214,False
9050,35,31,12.3264,0.3976,True
9126,29,7,0.4708,0.0673,False
9118,25,14,6.4473,0.4605,False
9018,87,35,3.1578,0.0902,True
9064,54,23,5.18,0.2252,False
9063,9,71,48.6704,0.6855,True
9150,14,10,3.5284,0.3528,False
9096,43,21,5.1964,0.2474,True
9064,90,13,3.0988,0.2384,True
9065,55,25,9.9466,0.3979,True
9011,84,20,9.2641,0.4632,True
9004,45,70,22.8704,0.3267,True
9079,75,12,5.1289,0.4274,True
9004,81,13,3.4107,0.2624,True
9050,48,48,17.917,0.3733,True
9020,25,46,14.9917,0.3259,True
9096,20,15,0.6276,0.0418,False
9018,100,27,2.5234,0.0935,True
9064,67,15,0.9112,0.0607,False
9065,32,31,27.9053,0.9002,False
9003,57,13,4.8254,0.3712,True
9036,5,5,2.0935,0.4187,False
9005,17,83,23.8247,0.287,True
9120,4,33,7.6359,0.2314,False
9050,25,153,68.3844,0.447,True
9013,106,30,10.411,0.347,False
9038,50,293,136.9839,0.4675,True
9064,44,12,1.799,0.1499,True
9150,4,26,1.981,0.0762,True
9021,82,16,2.6169,0.1636,False
9065,45,6,0.7559,0.126,False
9003,70,46,10.5766,0.2299,False
9004,35,57,5.9416,0.1042,True
9050,2,8,5.6126,0.7016,False
9079,65,24,15.3299,0.6387,True
9038,27,42,3.9738,0.0946,True
9050,38,39,10.0137,0.2568,True
9020,15,12,0.4074,0.0339,True
9018,54,29,3.3507,0.1155,True
9021,59,77,44.4172,0.5768,True
9096,10,41,5.4375,0.1326,True
9018,90,11,5.0904,0.4628,False
9064,57,116,47.9412,0.4133,True
9065,22,23,5.6725,0.2466,False
9002,82,20,3.0868,0.1543,True
9003,47,11,3.0802,0.28,False
9021,95,31,10.496,0.3386,False
9079,42,6,0.6476,0.1079,True
9038,4,13,1.6452,0.1266,False
9004,48,38,16.2756,0.4283,False
9050,15,101,55.9673,0.5541,True
9036,80,5,0.4688,0.0938,False
9048,54,20,0.7049,0.0352,True
9013,96,92,18.932,0.2058,True
9038,40,45,17.8682,0.3971,True
9079,78,5,0.5474,0.1095,False
9126,9,8,2.9108,0.3638,False
9018,67,17,4.6751,0.275,False
9064,34,32,5.8632,0.1832,False
9011,28,32,4.7328,0.1479,True
9002,59,17,1.4582,0.0858,False
9021,72,187,88.5491,0.4735,True
9078,54,41,19.4752,0.475,True
9003,60,39,2.2573,0.0579,False
9004,25,10,0.8767,0.0877,False
9044,61,114,29.0858,0.2551,True
9063,74,9,2.4054,0.2673,False
9013,73,83,29.2262,0.3521,True
9038,17,104,47.696,0.4586,True
9040,63,19,4.1509,0.2185,False
9020,5,18,17.9954,0.9997,False
9018,44,15,4.8982,0.3265,False
9064,11,9,3.2371,0.3597,False
9124,62,146,134.3001,0.9199,True
9021,49,54,17.4968,0.324,True
9074,61,76,28.7475,0.3783,True
9020,90,69,25.9131,0.3756,False
9064,47,21,5.0529,0.2406,True
9065,12,37,12.8242,0.3466,True
9097,44,5,0.6527,0.1305,False
9002,72,6,0.498,0.083,False
9004,2,13,0.3742,0.0288,False
9078,67,17,16.7267,0.9839,True
9079,32,14,4.1202,0.2943,False
9004,38,43,17.1874,0.3997,True
9050,5,7,0.2841,0.0406,False
9036,70,10,1.6405,0.1641,True
9040,40,17,5.8469,0.3439,False
9120,69,15,2.1974,0.1465,True
9124,39,63,33.7754,0.5361,True
9040,76,52,26.9444,0.5182,False
9018,57,42,6.5824,0.1567,True
9064,24,125,58.2271,0.4658,True
9011,18,14,2.5004,0.1786,True
9002,49,12,6.3687,0.5307,True
9003,14,6,0.4874,0.0812,False
9021,62,69,15.5229,0.225,True
9074,74,14,0.8581,0.0613,True
9078,44,18,18.3133,1.0174,False
9079,9,131,124.168,0.9478,True
9003,50,14,1.444,0.1031,False
9004,15,5,8.3005,1.6601,False
9063,64,10,3.5384,0.3538,False
9036,47,13,4.7591,0.3661,False
9150,69,22,4.1062,0.1866,True
9048,21,154,91.3866,0.5934,True
9013,63,50,19.7918,0.3958,False
9038,7,97,44.6529,0.4603,True
9005,59,12,2.9897,0.2491,False
9079,45,17,2.9358,0.1727,False
9036,83,135,23.2727,0.1724,True
9048,57,13,0.1807,0.0139,False
9064,1,21,5.924,0.2821,True
9124,52,117,140.1084,1.1975,True
9002,26,84,39.1254,0.4658,True
9021,39,7,0.4418,0.0631,False
9074,51,8,1.1721,0.1465,False
9065,2,152,127.579,0.8393,True
9078,21,132,79.7395,0.6041,True
9002,62,18,3.513,0.1952,True
9003,27,10,0.3568,0.0357,True
9150,46,20,4.6531,0.2327,True
9142,42,23,2.7175,0.1182,True
9078,57,157,93.1062,0.593,True
9025,51,76,10.3734,0.1365,True
9044,64,101,51.5618,0.5105,True
9036,60,91,37.2362,0.4092,True
9142,78,11,1.611,0.1465,False
9005,72,37,4.7606,0.1287,True
9120,59,105,51.5776,0.4912,True
9021,16,20,3.4682,0.1734,False
9074,28,201,164.7599,0.8197,True
9064,14,24,7.7851,0.3244,True
9097,11,6,5.7462,0.9577,False
9063,18,5,0.5315,0.1063,False
9074,64,22,6.4484,0.2931,True
9004,5,6,0.4974,0.0829,False
9044,41,48,7.5646,0.1576,True
9063,54,106,64.3661,0.6072,True
9036,37,7,5.224,0.7463,False
9142,55,30,4.422,0.1474,False
9048,11,9,0.4715,0.0524,True
9013,53,13,1.3383,0.1029,False
9005,49,9,0.2281,0.0253,False
9120,36,12,2.7626,0.2302,True
9004,90,14,1.5378,0.1098,True
9101,22,35,2.4856,0.071,True
9093,18,10,1.6067,0.1607,False
9002,16,139,62.7333,0.4513,True
9021,29,15,9.6914,0.6461,True
9074,41,32,4.5503,0.1422,False
9020,70,5,0.7046,0.1409,False
9003,17,12,0.2246,0.0187,True
9044,18,101,56.0247,0.5547,True
9063,31,26,7.0914,0.2727,True
9036,14,33,16.5502,0.5015,True
9150,36,51,5.1085,0.1002,True
9142,32,21,9.9753,0.475,False
9126,87,7,2.2396,0.3199,False
9079,12,13,1.6077,0.1237,False
9120,13,48,9.8341,0.2049,True
9065,77,6,0.2534,0.0422,False
9025,41,31,4.1464,0.1338,True
9036,50,12,11.3999,0.95,True
9040,20,47,38.6772,0.8229,True
9013,66,148,51.6588,0.349,True
9005,62,96,35.6167,0.371,True
9120,49,20,4.3442,0.2172,True
9124,19,26,0.8211,0.0316,False
9021,6,5,0.6812,0.1362,False
9074,18,13,1.633,0.1256,True
9093,31,18,0.8995,0.05,False
9020,47,19,5.2584,0.2768,False
9097,1,49,16.8204,0.3433,True
9002,29,59,16.707,0.2832,True
9063,8,18,6.0369,0.3354,True
9150,13,57,18.0578,0.3168,True
9020,83,6,1.0911,0.1819,False
9064,89,33,4.8641,0.1474,True
9044,31,17,1.4188,0.0835,True
9036,27,39,12.6488,0.3243,True
9150,49,56,23.8668,0.4262,True
9142,45,26,5.7311,0.2204,True
9048,1,40,1.4663,0.0367,True
9005,39,99,56.5509,0.5712,True
9120,26,6,1.0175,0.1696,False
9050,47,95,11.885,0.1251,True
9101,12,190,18.4448,0.0971,True
9002,6,11,2.8621,0.2602,True
9074,31,8,0.2256,0.0282,False
9020,60,27,4.0101,0.1485,True
9126,41,9,3.6332,0.4037,False
9078,1,30,3.088,0.1029,True
9018,99,38,8.125,0.2138,False
9097,14,81,80.5456,0.9944,True
9044,8,41,13.3862,0.3265,True
9063,21,18,9.9415,0.5523,True
9150,26,47,2.6115,0.0556,False
9036,4,7,0.6014,0.0859,False
9096,55,7,0.1715,0.0245,False
9142,22,37,12.0776,0.3264,True
9005,16,11,0.1488,0.0135,False
9120,3,26,4.0888,0.1573,True
9025,31,17,2.0519,0.1207,False
9065,67,14,2.6777,0.1913,True
9038,49,134,63.1924,0.4716,True
9004,93,24,3.4997,0.1458,True
9050,60,32,9.1479,0.2859,True
9101,25,5,1.2765,0.2553,False
9020,37,49,8.9898,0.1835,True
9078,14,44,7.0411,0.16,True
9018,112,18,2.5505,0.1417,False
9118,50,36,8.0439,0.2234,False
9011,73,10,1.7542,0.1754,True
9036,17,16,5.2915,0.3307,False
9142,35,14,4.4561,0.3183,False
9120,16,15,1.482,0.0988,True
9004,70,32,10.5471,0.3296,True
9074,21,10,3.6237,0.3624,False
9063,11,9,2.4089,0.2677,False
9150,16,70,31.4583,0.4494,False
9096,45,100,22.1092,0.2211,True
9142,12,111,44.6298,0.4021,True
9005,6,42,4.4395,0.1057,True
9065,57,15,3.3948,0.2263,True
9011,86,52,40.8065,0.7847,True
9050,14,24,1.2573,0.0524,False
9038,39,143,64.9967,0.4545,True
9079,77,105,57.5212,0.5478,True
9004,83,29,7.2551,0.2502,True
9050,50,13,5.172,0.3978,False
9013,131,79,16.2487,0.2057,False
9096,22,12,3.4528,0.2877,False
9126,44,81,17.4144,0.215,False
9064,69,103,49.0251,0.476,True
9065,34,54,47.7723,0.8847,True
9003,59,26,3.767,0.1449,False
9005,19,5,0.2906,0.0581,False
9038,16,23,0.4001,0.0174,False
9004,60,25,5.9199,0.2368,False
9050,27,8,1.9504,0.2438,False
9038,52,5,0.1523,0.0305,False
9118,17,57,27.0397,0.4744,True
9018,79,33,8.0048,0.2426,True
9064,46,57,42.662,0.7485,True
9065,11,100,36.8645,0.3686,True
9011,40,126,33.2809,0.2641,True
9021,84,40,3.5217,0.088,True
9065,47,48,7.99,0.1665,True
9078,66,64,15.3304,0.2395,True
9011,76,31,2.6614,0.0859,False
9003,72,102,15.3006,0.15,True
9004,37,5,0.0415,0.0083,False
9050,4,42,15.0165,0.3575,False
9079,67,40,13.9758,0.3494,True
9038,29,25,8.2297,0.3292,True
9013,121,52,4.459,0.0858,False
9020,17,37,32.1516,0.869,True
9018,56,52,10.7909,0.2075,True
9096,12,59,6.7075,0.1137,True
9064,59,8,0.4992,0.0624,True
9065,24,29,17.2834,0.596,True
9011,53,78,26.4052,0.3385,True
9003,49,6,0.5683,0.0947,False
9038,6,34,6.0621,0.1783,True
9079,44,33,6.7365,0.2041,False
9025,73,204,42.144,0.2066,True
9036,82,72,31.9087,0.4432,True
9048,56,210,132.6884,0.6318,True
9040,52,30,8.0233,0.2674,False
9040,88,39,9.2351,0.2368,True
9126,11,47,17.9242,0.3814,True
9018,69,45,6.9507,0.1545,True
9064,36,27,1.3062,0.0484,True
9065,1,40,17.5152,0.4379,True
9002,61,21,1.0899,0.0519,True
9003,26,67,58.5178,0.8734,True
9021,74,6,0.64,0.1067,False
9078,56,61,34.6116,0.5674,True
9003,62,22,6.5871,0.2994,False
9044,63,50,41.53,0.8306,True
9063,76,29,25.6109,0.8831,True
9036,59,6,0.6882,0.1147,False
9013,75,12,4.74,0.395,False
9038,19,99,100.4854,1.015,True
9005,71,24,2.3916,0.0997,True
9079,57,24,1.5896,0.0662,True
9018,46,9,1.8646,0.2072,False
9064,13,8,5.5639,0.6955,True
9074,63,12,0.2979,0.0248,False
9065,14,9,0.4908,0.0545,False
9011,43,26,5.7282,0.2203,True
9004,4,18,4.5136,0.2508,False
9063,53,15,3.5102,0.234,True
9150,58,46,19.7751,0.4299,True
9078,69,12,1.1944,0.0995,True
9079,34,7,0.7732,0.1105,False
9036,72,86,12.4118,0.1443,True
9048,46,5,0.1466,0.0293,True
9013,88,19,3.6685,0.1931,False
9120,71,18,3.3301,0.185,True
9124,41,28,65.9951,2.357,False
9021,28,19,3.0101,0.1584,False
9018,59,8,0.2335,0.0292,False
9064,26,9,5.7018,0.6335,False
9002,51,14,4.2071,0.3005,True
9021,64,17,5.3414,0.3142,False
9078,46,14,0.7216,0.0515,False
9079,11,6,0.3259,0.0543,False
9044,53,7,4.1112,0.5873,False
9036,49,35,21.2261,0.6065,True
9142,67,111,28.5857,0.2575,True
9048,23,92,39.827,0.4329,True
9005,61,64,33.6729,0.5261,True
9025,76,121,14.7454,0.1219,True
9124,18,49,28.1315,0.5741,True
9040,55,73,21.6278,0.2963,True
9101,34,28,1.6277,0.0581,True
9018,36,42,24.6585,0.5871,True
9064,3,63,34.7671,0.5519,True
9021,41,11,2.776,0.2524,False
9074,53,75,21.3163,0.2842,True
9020,82,80,30.9243,0.3866,False
9078,23,23,6.1041,0.2654,True
9044,30,60,30.0594,0.501,True
9063,43,11,1.7078,0.1553,False
9150,48,26,6.8017,0.2616,True
9142,44,12,1.6884,0.1407,False
9078,59,6,0.1904,0.0317,False
9079,24,14,2.3729,0.1695,True
9120,25,65,17.9885,0.2767,False
9044,66,27,9.1069,0.3373,True
9036,62,38,7.9486,0.2092,True
9142,80,32,10.2143,0.3192,True
9005,74,7,4.2684,0.6098,False
9120,61,6,2.5164,0.4194,False
9002,5,45,24.306,0.5401,True
9021,18,6,2.1539,0.359,False
9074,30,75,28.2779,0.377,True
9020,59,132,82.8695,0.6278,True
9097,13,22,6.8514,0.3114,False
9003,6,26,21.5862,0.8302,True
9063,20,15,4.6166,0.3078,True
9150,25,63,16.0678,0.255,True
9074,66,28,5.7117,0.204,True
9078,36,6,2.6225,0.4371,False
9044,43,145,71.0975,0.4903,True
9063,56,26,14.4099,0.5542,True
9142,57,91,22.6358,0.2487,True
9048,13,60,49.0564,0.8176,True
9013,55,29,1.3122,0.0452,True
9120,38,30,9.299,0.31,True
9004,92,10,1.6405,0.1641,True
9050,59,16,2.263,0.1414,False
9124,8,41,9.112,0.2222,False
9101,24,70,35.2899,0.5041,True
9093,20,20,12.3651,0.6183,True
9018,26,12,1.8202,0.1517,False
9002,18,20,5.0469,0.2523,True
