origin_station,origin_event_id,duration,severity,intensity,connected
9065,64,19,1.8748,0.0987,False
9065,65,72,7.3955,0.1027,True
9065,66,56,28.809,0.5144,False
9065,67,14,2.6777,0.1913,False
9065,68,17,2.6454,0.1556,False
9065,69,30,7.2734,0.2424,False
9065,70,47,19.1525,0.4075,False
9065,71,27,9.0992,0.337,True
9065,72,86,36.2844,0.4219,False
9065,73,15,6.9935,0.4662,True
9065,74,8,0.9796,0.1224,False
9065,75,32,0.2348,0.0073,False
9065,76,37,6.6128,0.1787,False
9065,77,6,0.2534,0.0422,False
9065,78,7,0.1496,0.0214,False
9065,79,46,31.1933,0.6781,False
9065,80,7,3.6605,0.5229,True
9065,81,27,12.5388,0.4644,False
9065,82,20,7.0217,0.3511,False
9065,83,49,27.3153,0.5575,False
9065,84,30,7.3778,0.2459,False
9065,85,12,0.7318,0.061,True
9065,86,16,3.8352,0.2397,True
9096,1,25,3.5264,0.1411,False
9096,2,12,0.5906,0.0492,False
9096,3,18,5.0506,0.2806,False
9096,4,9,2.8116,0.3124,False
9096,5,8,0.5971,0.0746,False
9096,6,7,0.1507,0.0215,True
9096,7,17,0.3699,0.0218,False
9096,8,19,1.9669,0.1035,False
9096,9,10,0.7437,0.0744,False
9096,10,41,5.4375,0.1326,False
9096,11,14,1.5454,0.1104,True
9096,12,59,6.7075,0.1137,False
9096,13,19,0.3093,0.0163,False
9096,14,32,3.8994,0.1219,False
9096,15,7,6.5355,0.9336,False
9096,16,18,0.4025,0.0224,False
9096,17,37,12.4511,0.3365,False
9096,18,14,0.6732,0.0481,False
9096,19,33,2.8538,0.0865,False
9096,20,15,0.6276,0.0418,True
9096,21,20,2.1501,0.1075,False
9096,22,12,3.4528,0.2877,False
9096,23,19,0.331,0.0174,False
9096,24,40,9.1773,0.2294,False
9096,25,14,1.1305,0.0808,False
9096,26,7,3.9283,0.5612,True
9096,27,9,0.346,0.0384,True
9096,28,22,6.9431,0.3156,False
9096,29,62,44.9072,0.7243,False
9096,30,24,1.4873,0.062,True
9096,31,13,1.9353,0.1489,False
9096,32,19,0.5688,0.0299,False
9096,33,5,0.8314,0.1663,False
9096,34,19,2.6715,0.1406,False
9096,35,10,1.0569,0.1057,False
9096,36,49,18.0614,0.3686,True
9096,37,5,1.1148,0.223,True
9096,38,29,18.1613,0.6263,True
9096,39,13,2.2502,0.1731,False
9096,40,90,6.7636,0.0752,False
9096,41,5,0.546,0.1092,False
9096,42,104,18.5196,0.1781,True
9096,43,21,5.1964,0.2474,False
9096,44,17,5.1334,0.302,True
9096,45,100,22.1092,0.2211,True
9096,46,49,11.3692,0.232,False
9096,47,109,23.4134,0.2148,False
9096,48,27,2.2379,0.0829,False
9096,49,80,54.6863,0.6836,False
9096,50,78,9.6972,0.1243,False
9096,51,42,15.1539,0.3608,True
9096,52,49,19.648,0.401,False
9096,53,102,50.4471,0.4946,True
9096,54,309,308.6753,0.9989,True
9096,55,7,0.1715,0.0245,True
9096,56,25,0.2715,0.0109,False
9096,57,10,0.1999,0.02,False
9096,58,5,0.1523,0.0305,False
9096,59,35,1.4164,0.0405,False
9101,1,52,44.0046,0.8462,False
9101,2,12,0.7898,0.0658,False
9101,3,5,1.2682,0.2536,True
9101,4,17,0.8032,0.0472,False
9101,5,5,1.9075,0.3815,True
9101,6,5,0.1551,0.031,False
9101,7,30,1.1614,0.0387,True
9101,8,11,1.4485,0.1317,False
9101,9,105,71.721,0.6831,True
9101,10,134,24.7827,0.1849,False
9101,11,54,7.5853,0.1405,False
9101,12,190,18.4448,0.0971,False
9101,13,8,0.1204,0.0151,False
9101,14,5,0.0749,0.015,False
9101,15,6,1.0182,0.1697,False
9101,16,32,1.7981,0.0562,False
9101,17,16,2.923,0.1827,False
9101,18,32,4.439,0.1387,False
9101,19,6,1.7775,0.2962,True
9101,20,613,508.8362,0.8301,True
9101,21,17,26.866,1.5804,True
9101,22,35,2.4856,0.071,False
9101,23,126,26.9634,0.214,False
9101,24,70,35.2899,0.5041,False
9101,25,5,1.2765,0.2553,False
9101,26,349,198.8905,0.5699,False
9101,27,14,3.1393,0.2242,False
9101,28,7,0.3705,0.0529,False
9101,29,75,8.0844,0.1078,True
9101,30,16,0.8263,0.0516,True
9101,31,63,8.8243,0.1401,False
9101,32,12,0.6895,0.0575,False
9101,33,7,0.0943,0.0135,False
9101,34,28,1.6277,0.0581,False
9101,35,21,0.4559,0.0217,False
9120,1,22,4.023,0.1829,True
9120,2,6,2.1009,0.3501,True
9120,3,26,4.0888,0.1573,True
9120,4,33,7.6359,0.2314,False
9120,5,6,0.5941,0.099,False
9120,6,22,16.7949,0.7634,True
9120,7,61,59.4449,0.9745,False
9120,8,5,0.2888,0.0578,False
9120,9,15,0.6224,0.0415,True
9120,10,65,38.3009,0.5892,False
9120,11,6,2.3384,0.3897,False
9120,12,30,15.6901,0.523,True
9120,13,48,9.8341,0.2049,False
9120,14,27,3.1371,0.1162,True
9120,15,16,1.1632,0.0727,True
9120,16,15,1.482,0.0988,False
9120,17,113,57.953,0.5129,True
9120,18,6,2.2037,0.3673,True
9120,19,11,0.6211,0.0565,True
9120,20,33,6.0075,0.182,True
9120,21,95,38.4425,0.4047,True
9120,22,12,7.8113,0.6509,True
9120,23,10,1.0246,0.1025,True
9120,24,11,4.2372,0.3852,True
9120,25,65,17.9885,0.2767,True
9120,26,6,1.0175,0.1696,True
9120,27,88,47.4498,0.5392,True
9120,28,32,12.0444,0.3764,True
9120,29,16,3.0867,0.1929,True
9120,30,7,0.792,0.1131,True
9120,31,32,8.9306,0.2791,True
9120,32,31,15.7898,0.5093,True
9120,33,22,1.675,0.0761,True
9120,34,5,0.3236,0.0647,True
9120,35,60,17.7089,0.2951,True
9120,36,12,2.7626,0.2302,False
9120,37,39,11.9018,0.3052,False
9120,38,30,9.299,0.31,True
9120,39,57,18.562,0.3256,False
9120,40,10,1.3831,0.1383,False
9120,41,21,5.0119,0.2387,True
9120,42,5,0.7988,0.1598,False
9120,43,66,9.2231,0.1397,True
9120,44,65,18.3237,0.2819,True
9120,45,5,0.1713,0.0343,True
9120,46,21,3.9199,0.1867,True
9120,47,77,26.1367,0.3394,True
9120,48,28,6.4331,0.2298,False
9120,49,20,4.3442,0.2172,True
9120,50,8,1.5035,0.1879,False
9120,51,20,2.161,0.1081,False
9120,52,9,0.0238,0.0026,True
9120,53,27,2.8249,0.1046,True
9120,54,6,1.8709,0.3118,False
9120,55,130,97.9934,0.7538,False
9120,56,15,2.0169,0.1345,False
9120,57,8,0.5134,0.0642,False
9120,58,45,4.8195,0.1071,True
9120,59,105,51.5776,0.4912,False
9120,60,9,1.3344,0.1483,True
9120,61,6,2.5164,0.4194,True
9120,62,38,24.0424,0.6327,True
9120,63,254,168.5808,0.6637,True
9120,64,14,15.9691,1.1407,True
9120,65,7,0.5436,0.0777,True
9120,66,45,25.7452,0.5721,False
9120,67,45,20.8125,0.4625,False
9120,68,184,117.3393,0.6377,False
9120,69,15,2.1974,0.1465,False
9120,70,33,3.5196,0.1067,False
9120,71,18,3.3301,0.185,False
